ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
37-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
